,speaker,session,mic,prompt_id,has_spect,spect_width,spect_height,prompt,url,filepath,googletranslate
3319,M02,Session1,wav_headMic,0157,yes,85,513,boot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0157.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0157.wav,
857,F03,Session2,wav_arrayMic,0023,yes,43,513,single,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0023.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0023.wav,single
888,F03,Session2,wav_arrayMic,0054,yes,310,513,Mother sews yellow,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0054.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0054.wav,mothers soles yellow
3043,M01,Session2_3,wav_arrayMic,0168,yes,90,513,sign,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0168.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0168.wav,
4832,M04,Session1,wav_arrayMic,0024,yes,75,513,fee,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0024.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0024.wav,
5941,M05,Session2,wav_headMic,0156,yes,91,513,kilo,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0156.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0156.wav,Kyoto
1290,F03,Session3,wav_headMic,0021,yes,109,513,sight,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0021.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0021.wav,site
3892,M02,Session2,wav_arrayMic,0157,yes,104,513,leak,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0157.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0157.wav,
646,F03,Session1,wav_arrayMic,0175,yes,90,513,You're used to being on the field.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0175.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0175.wav,you're used to being on the field
5816,M05,Session2,wav_headMic,0031,yes,78,513,suit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0031.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0031.wav,huge
5909,M05,Session2,wav_headMic,0124,yes,193,513,I was conscious all the time.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0124.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0124.wav,are you worried conscience all the time
3013,M01,Session2_3,wav_arrayMic,0138,yes,71,513,pad,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0138.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0138.wav,babe
4808,M03,Session2,wav_arrayMic,0421,yes,113,513,we have an excellent team,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0421.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0421.wav,we have an excellent team
2743,M01,Session2_3,wav_headMic,0154,yes,43,513,select,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0154.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0154.wav,saric
1965,F04,Session2,wav_headMic,0074,yes,81,513,spark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0074.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0074.wav,Spark
5105,M04,Session2,wav_headMic,0171,yes,82,513,slip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0171.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0171.wav,
2673,M01,Session2_3,wav_headMic,0084,yes,233,513,Jane may earn more money by working hard. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0084.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0084.wav,Jay made more money by you working hard
2339,F04,Session2,wav_arrayMic,0199,yes,75,513,harp,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0199.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0199.wav,harp
179,F01,Session1,wav_arrayMic,0046,yes,57,513,chair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0046.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0046.wav,2
3028,M01,Session2_3,wav_arrayMic,0153,yes,52,513,dot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0153.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0153.wav,dark
32,F01,Session1,wav_headMic,0033,yes,28,513,car,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0033.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0033.wav,car
5035,M04,Session2,wav_headMic,0101,yes,103,513,horn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0101.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0101.wav,
5559,M05,Session1,wav_headMic,0032,yes,126,513,left,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0032.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0032.wav,
6042,M05,Session2,wav_headMic,0257,yes,95,513,seeds,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0257.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0257.wav,heed
4641,M03,Session2,wav_arrayMic,0251,yes,90,513,droop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0251.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0251.wav,croup
5913,M05,Session2,wav_headMic,0128,yes,356,513,Two other cases also were under advisement. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0128.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0128.wav,do quiches under advised mean
5496,M04,Session2,wav_arrayMic,0266,yes,67,513,fate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0266.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0266.wav,Greek
3973,M03,Session2,wav_headMic,0002,yes,163,513,now,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0002.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0002.wav,now
5795,M05,Session2,wav_headMic,0010,yes,73,513,light,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0010.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0010.wav,
537,F03,Session1,wav_arrayMic,0066,yes,47,513,bubble,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0066.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0066.wav,
2508,M01,Session1,wav_arrayMic,0018,yes,296,513,"Well, he is nearly ninety-three years old; ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0018.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0018.wav,what is 93 years old
5172,M04,Session2,wav_headMic,0238,yes,78,513,loop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0238.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0238.wav,Loop
4168,M03,Session2,wav_headMic,0197,yes,82,513,root,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0197.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0197.wav,route
3821,M02,Session2,wav_arrayMic,0085,yes,90,513,white,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0085.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0085.wav,why
653,F03,Session1,wav_arrayMic,0182,yes,108,513,Are your grades higher or lower than Nancy's?,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0182.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0182.wav,are your grades higher or lower than NC
1551,F03,Session3,wav_arrayMic,0069,yes,52,513,sheet,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0069.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0069.wav,
5933,M05,Session2,wav_headMic,0148,yes,90,513,fill,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0148.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0148.wav,
1040,F03,Session2,wav_arrayMic,0212,yes,38,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0212.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0212.wav,liquor
5568,M05,Session1,wav_headMic,0041,yes,103,513,one,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0041.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0041.wav,warned
3513,M02,Session1,wav_arrayMic,0111,yes,47,513,goat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0111.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0111.wav,call
3624,M02,Session1,wav_arrayMic,0222,yes,240,513,One validated acts of school districts. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0222.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0222.wav,1 validated I just ditched
5482,M04,Session2,wav_arrayMic,0251,yes,74,513,select,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0251.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0251.wav,red
3951,M02,Session2,wav_arrayMic,0217,yes,90,513,part,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0217.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0217.wav,
3710,M02,Session2,wav_headMic,0141,yes,82,513,pit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0141.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0141.wav,
469,F03,Session1,wav_headMic,0202,yes,39,513,rocks,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0202.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0202.wav,Bronx
6037,M05,Session2,wav_headMic,0252,yes,98,513,city,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0252.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0252.wav,City
4572,M03,Session2,wav_arrayMic,0181,yes,80,513,slay,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0181.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0181.wav,display
5647,M05,Session1,wav_headMic,0120,yes,43,513,the,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0120.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0120.wav,
1282,F03,Session3,wav_headMic,0013,yes,73,513,geese,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0013.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0013.wav,quiche
4869,M04,Session1,wav_arrayMic,0061,yes,80,513,chair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0061.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0061.wav,sure
973,F03,Session2,wav_arrayMic,0143,yes,99,513,The books are very expensive.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0143.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0143.wav,4 books I read from Spencer's
3590,M02,Session1,wav_arrayMic,0188,yes,38,513,ate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0188.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0188.wav,
4012,M03,Session2,wav_headMic,0041,yes,80,513,pat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0041.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0041.wav,Pat's
5929,M05,Session2,wav_headMic,0144,yes,79,513,top,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0144.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0144.wav,
239,F01,Session1,wav_arrayMic,0106,yes,165,513,yet he still thinks as swiftly as ever.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0106.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0106.wav,yeah she still thinks that with boys
661,F03,Session1,wav_arrayMic,0190,yes,90,513,We gathered shells on the beach.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0190.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0190.wav,We Gather shells on the beach
2476,M01,Session1,wav_headMic,0086,no,None,None,down,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0086.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0086.wav,Bell
3349,M02,Session1,wav_headMic,0187,yes,81,513,wish,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0187.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0187.wav,worth
5302,M04,Session2,wav_arrayMic,0069,yes,70,513,trouble,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0069.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0069.wav,
3686,M02,Session2,wav_headMic,0117,yes,235,513,The dolphins swam around our boat.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0117.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0117.wav,Google call Advance Loan around Rose Bowl
4332,M03,Session2,wav_headMic,0361,yes,124,513,Both injuries were to the same leg.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0361.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0361.wav,both injuries were the same leg
4328,M03,Session2,wav_headMic,0357,yes,83,513,zero,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0357.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0357.wav,0
1647,F03,Session3,wav_arrayMic,0165,yes,66,513,dart,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0165.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0165.wav,
3235,M02,Session1,wav_headMic,0073,yes,95,513,born,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0073.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0073.wav,born's
5735,M05,Session1,wav_arrayMic,0079,yes,70,513,beat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0079.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0079.wav,mute
3126,M01,Session2_3,wav_arrayMic,0251,yes,66,513,brawn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0251.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0251.wav,drawer
879,F03,Session2,wav_arrayMic,0045,yes,75,513,knot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0045.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0045.wav,not
4447,M03,Session2,wav_arrayMic,0056,yes,80,513,beta,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0056.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0056.wav,beta
3582,M02,Session1,wav_arrayMic,0180,yes,47,513,steer,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0180.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0180.wav,
5601,M05,Session1,wav_headMic,0074,yes,501,513,"When he speaks, his voice is just a bit cracked and quivers a trifle.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0074.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0074.wav,new English speak
655,F03,Session1,wav_arrayMic,0184,yes,94,513,The humidity is overwhelming there.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0184.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0184.wav,for Humanity's overwhelming
2327,F04,Session2,wav_arrayMic,0187,yes,47,513,fat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0187.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0187.wav,
3300,M02,Session1,wav_headMic,0138,yes,67,513,ate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0138.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0138.wav,
1535,F03,Session3,wav_arrayMic,0053,yes,85,513,rise,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0053.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0053.wav,Ron
461,F03,Session1,wav_headMic,0194,yes,96,513,I just try to do my best.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0194.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0194.wav,I just tried to do my best
4326,M03,Session2,wav_headMic,0355,yes,114,513,I have had my bell rung.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0355.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0355.wav,I have had my bell rung
3261,M02,Session1,wav_headMic,0099,yes,128,513,dark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0099.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0099.wav,dark
3587,M02,Session1,wav_arrayMic,0185,yes,132,513,He will allow a rare lie. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0185.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0185.wav,who wrote Love is alive
2838,M01,Session2_3,wav_headMic,0250,yes,44,513,side,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0250.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0250.wav,tired
1487,F03,Session3,wav_arrayMic,0005,yes,85,513,shop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0005.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0005.wav,stop
890,F03,Session2,wav_arrayMic,0056,yes,90,513,here,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0056.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0056.wav,cheer
1573,F03,Session3,wav_arrayMic,0091,yes,52,513,red,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0091.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0091.wav,bread
841,F03,Session2,wav_arrayMic,0007,yes,277,513,"If you destroy confidence in banks, you do something to the economy, he said.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0007.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0007.wav,if you destroy the if you destroy confidence in Banks you do something to reply me
6012,M05,Session2,wav_headMic,0227,yes,76,513,park,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0227.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0227.wav,play
741,F03,Session2,wav_headMic,0066,yes,77,513,lick,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0066.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0066.wav,lick
636,F03,Session1,wav_arrayMic,0165,yes,33,513,yes,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0165.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0165.wav,
311,F03,Session1,wav_headMic,0044,yes,57,513,sheet,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0044.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0044.wav,Sheetz
1744,F04,Session1,wav_arrayMic,0052,yes,43,513,horn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0052.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0052.wav,
3866,M02,Session2,wav_arrayMic,0130,yes,94,513,seed,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0130.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0130.wav,
5330,M04,Session2,wav_arrayMic,0097,yes,66,513,air,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0097.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0097.wav,
3355,M02,Session1,wav_headMic,0193,yes,43,513,though,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0193.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0193.wav,though
5492,M04,Session2,wav_arrayMic,0262,yes,67,513,pat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0262.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0262.wav,
541,F03,Session1,wav_arrayMic,0070,yes,333,513,giving those who observe him a pronounced feeling of the utmost respect.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0070.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0070.wav,those who observe him pronounced feeling of the upmost respect
1194,F03,Session2,wav_arrayMic,0369,yes,24,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0369.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0369.wav,Fry's
1715,F04,Session1,wav_arrayMic,0023,yes,33,513,hair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0023.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0023.wav,Fair
197,F01,Session1,wav_arrayMic,0064,yes,33,513,raid,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0064.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0064.wav,
3671,M02,Session2,wav_headMic,0102,yes,72,513,sell,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0102.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0102.wav,turn off
4249,M03,Session2,wav_headMic,0278,yes,149,513,Alimony harms a divorced man's wealth.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0278.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0278.wav,alimony harms a divorced man's wealth
2429,M01,Session1,wav_headMic,0039,no,None,None,no,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0039.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0039.wav,no
1268,F03,Session2,wav_arrayMic,0443,yes,24,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0443.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0443.wav,
5055,M04,Session2,wav_headMic,0121,yes,108,513,warm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0121.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0121.wav,warm
4887,M04,Session1,wav_arrayMic,0080,yes,57,513,down,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0080.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0080.wav,don't
5116,M04,Session2,wav_headMic,0182,yes,204,513,He will allow a rare lie. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0182.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0182.wav,he was all alone.
4728,M03,Session2,wav_arrayMic,0341,yes,80,513,seven,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0341.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0341.wav,7
2048,F04,Session2,wav_headMic,0157,yes,224,513,Both injuries were to the same leg.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0157.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0157.wav,both injuries were to the same leg
3087,M01,Session2_3,wav_arrayMic,0212,yes,127,513,foxtrot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0212.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0212.wav,called girls
3217,M02,Session1,wav_headMic,0055,yes,298,513,She had your dark suit in greasy wash water all year.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0055.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0055.wav,she had your dog suit and Chihuahuas Florida
417,F03,Session1,wav_headMic,0150,yes,97,513,The train approached the depot slowly.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0150.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0150.wav,the train approached adipose slowly
1032,F03,Session2,wav_arrayMic,0204,yes,57,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0204.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0204.wav,right
2850,M01,Session2_3,wav_headMic,0262,yes,154,513,Carl lives in a lively home. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0262.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0262.wav,Carly
