,speaker,session,mic,prompt_id,has_spect,spect_width,spect_height,prompt,url,filepath,awstranslate
2534,M01,Session1,wav_arrayMic,0044,yes,282,513,Don't ask me to carry an oily rag like that.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0044.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0044.wav,"The way you do, get in the way, you do your best."
2872,M01,Session2_3,wav_headMic,0283,yes,99,513,hat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0283.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0283.wav,Ah.
6168,M05,Session2,wav_headMic,0383,yes,181,513,You can ride stagecoach.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0383.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0383.wav,You can.
5231,M04,Session2,wav_headMic,0297,yes,70,513,bit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0297.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0297.wav,But
2902,M01,Session2_3,wav_arrayMic,0026,yes,66,513,sigh,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0026.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0026.wav,I.
2256,F04,Session2,wav_arrayMic,0116,yes,94,513,part,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0116.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0116.wav,Part.
2005,F04,Session2,wav_headMic,0114,yes,68,513,reek,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0114.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0114.wav,Reek.
5162,M04,Session2,wav_headMic,0228,yes,100,513,side,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0228.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0228.wav,But
2343,F04,Session2,wav_arrayMic,0203,yes,132,513,We rode horseback to the farm.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0203.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0203.wav,We rode horse back to the farm.
3174,M02,Session1,wav_headMic,0012,yes,67,513,sip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0012.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0012.wav,Said.
3816,M02,Session2,wav_arrayMic,0080,yes,99,513,air,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0080.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0080.wav,
969,F03,Session2,wav_arrayMic,0139,yes,75,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0139.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0139.wav,Hey!
348,F03,Session1,wav_headMic,0081,yes,37,513,torn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0081.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0081.wav,Tone.
1835,F04,Session1,wav_arrayMic,0143,yes,19,513,slip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0143.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0143.wav,Flip.
1155,F03,Session2,wav_arrayMic,0330,yes,150,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0330.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0330.wav,Help Greg a pact of steel.
3931,M02,Session2,wav_arrayMic,0197,yes,80,513,thought,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0197.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0197.wav,So.
2208,F04,Session2,wav_arrayMic,0068,yes,94,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0068.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0068.wav,Fruit.
2238,F04,Session2,wav_arrayMic,0098,yes,85,513,mitten,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0098.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0098.wav,Mentor's metal.
3995,M03,Session2,wav_headMic,0024,yes,93,513,bug,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0024.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0024.wav,Bug.
3617,M02,Session1,wav_arrayMic,0215,yes,136,513,I looked up and noticed two old men.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0215.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0215.wav,I load? I've noticed two of Moon.
294,F03,Session1,wav_headMic,0027,yes,32,513,know,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0027.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0027.wav,No.
5515,M04,Session2,wav_arrayMic,0286,yes,266,513,"She wore warm, fleecy, woolen overalls.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0286.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0286.wav,She were one alone.
4438,M03,Session2,wav_arrayMic,0047,yes,99,513,dark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0047.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0047.wav,Dark.
5187,M04,Session2,wav_headMic,0253,yes,191,513,This was easy for us. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0253.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0253.wav,This way. You for?
3652,M02,Session2,wav_headMic,0083,yes,59,513,toot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0083.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0083.wav,Who?
5873,M05,Session2,wav_headMic,0088,yes,288,513,I scrubbed the floors thoroughly.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0088.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0088.wav,"I good, The the the the"
5673,M05,Session1,wav_arrayMic,0016,yes,85,513,bit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0016.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0016.wav,
3986,M03,Session2,wav_headMic,0015,yes,78,513,hair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0015.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0015.wav,Here.
1733,F04,Session1,wav_arrayMic,0041,yes,43,513,two,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0041.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0041.wav,Two.
531,F03,Session1,wav_arrayMic,0060,yes,47,513,floor,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0060.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0060.wav,Hello.
757,F03,Session2,wav_headMic,0082,yes,58,513,seeds,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0082.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0082.wav,See.
2144,F04,Session2,wav_arrayMic,0003,yes,71,513,slay,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0003.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0003.wav,Play.
792,F03,Session2,wav_headMic,0118,yes,240,513,Nothing has been done yet to take advantage of the enabling legislation.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0118.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0118.wav,Nothing has been done yet to take of rent of the Inn Ebeling legislation.
1894,F04,Session2,wav_headMic,0003,yes,56,513,slay,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0003.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0003.wav,Flay.
4960,M04,Session2,wav_headMic,0026,yes,96,513,stubble,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0026.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0026.wav,Thanks more.
3169,M02,Session1,wav_headMic,0007,yes,71,513,feed,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0007.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0007.wav,Food.
1656,F03,Session3,wav_arrayMic,0174,yes,90,513,You want him to do well.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0174.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0174.wav,You want him to do well?
5272,M04,Session2,wav_arrayMic,0039,yes,192,513,I can,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0039.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0039.wav,"Ah, I can't."
392,F03,Session1,wav_headMic,0125,yes,32,513,fee,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0125.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0125.wav,Free.
425,F03,Session1,wav_headMic,0158,yes,30,513,lip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0158.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0158.wav,Let
2153,F04,Session2,wav_arrayMic,0012,yes,141,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0012.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0012.wav,I've been being baseball players.
2830,M01,Session2_3,wav_headMic,0242,yes,159,513,I have had my bell rung.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0242.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0242.wav,"I have, my baron."
2488,M01,Session1,wav_headMic,0098,no,None,None,corn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0098.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0098.wav,Corn.
5354,M04,Session2,wav_arrayMic,0121,yes,87,513,warm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0121.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0121.wav,Warm.
1704,F04,Session1,wav_arrayMic,0012,yes,52,513,born,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0012.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0012.wav,Born.
2478,M01,Session1,wav_headMic,0088,no,None,None,spark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0088.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0088.wav,Four.
2277,F04,Session2,wav_arrayMic,0137,yes,80,513,written,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0137.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0137.wav,Written.
1794,F04,Session1,wav_arrayMic,0102,yes,71,513,feed,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0102.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0102.wav,Feed.
3222,M02,Session1,wav_headMic,0060,yes,98,513,slip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0060.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0060.wav,
1505,F03,Session3,wav_arrayMic,0023,yes,146,513,She doesn't like to have it hanging around.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0023.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0023.wav,She doesn't like to have that hanging around.
2622,M01,Session2_3,wav_headMic,0032,yes,44,513,pot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0032.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0032.wav,For.
5724,M05,Session1,wav_arrayMic,0068,yes,101,513,fee,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0068.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0068.wav,
3458,M02,Session1,wav_arrayMic,0056,yes,61,513,horn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0056.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0056.wav,Home.
1752,F04,Session1,wav_arrayMic,0060,yes,57,513,raid,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0060.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0060.wav,Raid.
5646,M05,Session1,wav_headMic,0119,yes,147,513,grow,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0119.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0119.wav,Cool.
537,F03,Session1,wav_arrayMic,0066,yes,47,513,bubble,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0066.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0066.wav,
2468,M01,Session1,wav_headMic,0078,no,None,None,storm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0078.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0078.wav,Boom.
4790,M03,Session2,wav_arrayMic,0403,yes,85,513,sand,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0403.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0403.wav,Sand.
3422,M02,Session1,wav_arrayMic,0020,yes,258,513,Grandfather likes to be modern in his language.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0020.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0020.wav,Godfathers to Martin and like.
2364,F04,Session2,wav_arrayMic,0224,yes,118,513,sheet,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0224.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0224.wav,"Uh, sheet."
357,F03,Session1,wav_headMic,0090,yes,41,513,jagged,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0090.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0090.wav,Dr.
3636,M02,Session1,wav_arrayMic,0234,yes,43,513,troop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0234.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0234.wav,Troop.
5806,M05,Session2,wav_headMic,0021,yes,80,513,knot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0021.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0021.wav,No.
1938,F04,Session2,wav_headMic,0047,yes,174,513,"Everything went real smooth, the sheriff said. ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0047.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0047.wav,"Everything went really smooth, the sheriff said."
6010,M05,Session2,wav_headMic,0225,yes,95,513,lair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0225.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0225.wav,there
247,F01,Session1,wav_arrayMic,0114,yes,174,513,"Well, he is nearly ninety three years old",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0114.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0114.wav,"Well, you know, milling and nuclear go."
1685,F03,Session3,wav_arrayMic,0206,yes,61,513,nest,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0206.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0206.wav,No.
5394,M04,Session2,wav_arrayMic,0162,yes,51,513,sigh,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0162.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0162.wav,
1983,F04,Session2,wav_headMic,0092,yes,73,513,fat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0092.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0092.wav,Fact.
2795,M01,Session2_3,wav_headMic,0206,yes,302,513,"When all else fails, use force.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0206.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0206.wav,When Ah biu you for?
413,F03,Session1,wav_headMic,0146,yes,26,513,sigh,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0146.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0146.wav,So.
3040,M01,Session2_3,wav_arrayMic,0165,yes,497,513,It also provides for funds to clear slums and help colleges build dormitories.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0165.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0165.wav,"It does provide for time. Too good, no. Bitch, Dori."
4459,M03,Session2,wav_arrayMic,0068,yes,108,513,sip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0068.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0068.wav,Shit.
1452,F03,Session3,wav_headMic,0183,yes,93,513,Some prefer the traditional steel kind.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0183.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0183.wav,Some preferred traditional still conned.
5172,M04,Session2,wav_headMic,0238,yes,78,513,loop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0238.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0238.wav,Loop.
385,F03,Session1,wav_headMic,0118,yes,6058,513,no,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0118.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0118.wav,"New. Yet he still thinks as swiftly as ever. Yet he still thinks swiftly us ever. Usually minus several buttons, usually minus several buttons. Chair chair? No, no one, one me meat. But he always answers banana oil, but he always answers. But now you who? Oh. True. Ah. Ah. Free. Free. Done, Doug. Still store select. So what? That? No, No. Yeah. Pope. Fine, Paul! Birth here. I looked up and noticed two old men. I looked up and noticed too, old man. Oh, oh. Certainly clear. Well back. Just that, brah. Steer still. Jane Mayer. More money. By working hard, Jay may earn more money by working hard. Just one side got with just one side got wet. Hey, hey. I scrubbed the floors thoroughly. I scrubbed the floor. Thirdly. Front side so fifteen."
5926,M05,Session2,wav_headMic,0141,yes,213,513,pitting,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0141.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0141.wav,Good printing.
4729,M03,Session2,wav_arrayMic,0342,yes,104,513,take,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0342.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0342.wav,Take.
4502,M03,Session2,wav_arrayMic,0111,yes,146,513,You wished to know all about my grandfather.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0111.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0111.wav,You wish to know all about my grandfather?
2205,F04,Session2,wav_arrayMic,0065,yes,90,513,write,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0065.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0065.wav,Right?
1900,F04,Session2,wav_headMic,0009,yes,165,513,He will allow a rare lily...rare lie[D[D[D[D[D[D[D[D[D[C[C[C[C[C[C[C[C[C[C[C,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0009.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0009.wav,He will allow a rare lily ray ally.
395,F03,Session1,wav_headMic,0128,yes,38,513,select,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0128.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0128.wav,So what?
5067,M04,Session2,wav_headMic,0133,yes,260,513,They carried me off on the stretcher.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0133.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0133.wav,"They came me on Ana, I'm the lettering."
2162,F04,Session2,wav_arrayMic,0021,yes,85,513,boot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0021.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0021.wav,Brooke.
349,F03,Session1,wav_headMic,0082,yes,28,513,share,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0082.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0082.wav,Sure.
5038,M04,Session2,wav_headMic,0104,yes,86,513,two,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0104.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0104.wav,D'Oh.
4371,M03,Session2,wav_headMic,0400,yes,106,513,We bought a brown chair.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0400.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0400.wav,We bought a brown share.
23,F01,Session1,wav_headMic,0024,yes,53,513,knee,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0024.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0024.wav,May.
616,F03,Session1,wav_arrayMic,0145,yes,38,513,fruit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0145.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0145.wav,Fruit.
5815,M05,Session2,wav_headMic,0030,yes,98,513,bad,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0030.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0030.wav,Bad.
1914,F04,Session2,wav_headMic,0023,yes,65,513,witch,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0023.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0023.wav,Rich.
526,F03,Session1,wav_arrayMic,0055,yes,127,513,Grandfather likes to be modern in his language.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0055.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0055.wav,My father likes to remoter in its language.
2026,F04,Session2,wav_headMic,0135,yes,109,513,tell,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0135.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0135.wav,Kill.
2278,F04,Session2,wav_arrayMic,0138,yes,188,513,hotel,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0138.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0138.wav,Photo.
3623,M02,Session1,wav_arrayMic,0221,yes,38,513,back,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0221.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0221.wav,There.
3729,M02,Session2,wav_headMic,0160,yes,233,513,I have had my bell rung.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0160.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0160.wav,"I have had mine. Well, wrong."
2701,M01,Session2_3,wav_headMic,0112,yes,61,513,fruit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0112.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0112.wav,Food.
3359,M02,Session1,wav_headMic,0197,yes,228,513,Nothing is as offensive as ignorance,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0197.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0197.wav,Nothing is as friends of those ignorant.
20,F01,Session1,wav_headMic,0021,yes,58,513,dug,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0021.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0021.wav,Good.
1467,F03,Session3,wav_headMic,0198,yes,49,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0198.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0198.wav,
3604,M02,Session1,wav_arrayMic,0202,yes,52,513,rocks,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0202.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0202.wav,
5627,M05,Session1,wav_headMic,0100,yes,104,513,raid,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0100.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0100.wav,Oh.
1919,F04,Session2,wav_headMic,0028,yes,143,513,I tried to tell people in the community.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0028.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0028.wav,I tried to tell people in the community.
3426,M02,Session1,wav_arrayMic,0024,yes,61,513,trouble,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0024.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0024.wav,Trouble.
3757,M02,Session2,wav_headMic,0188,yes,230,513,The little schoolhouse stood empty.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0188.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0188.wav,"The love Go, go here."
